id,word,example_en,example_ja
A201039,romance,She was swept off her feet by the romance of the legendary tale.,彼女は伝説の物語のロマンスに心を奪われた。
A201040,romantic,He planned a romantic dinner for two.,彼は二人だけのロマンチックなディナーを計画した。
A201041,roof,The cat is sitting on the roof.,猫が屋根に座っています。
A201042,root,The root of the tree goes deep into the ground.,木の根は地面に深く伸びています。
A201043,rope,He tied the rope around the tree.,彼は木の周りにロープを結んだ。
A201044,roughly,He roughly estimated the cost of the project.,彼はプロジェクトのコストをおおよそ見積もった。
A201045,round,She looked round the room nervously.,彼女は緊張して部屋を見回した。
A201046,roundabout,I took a roundabout route to avoid traffic.,交通渋滞を避けるために遠回りをしました。
A201047,royal,The royal family attended the ceremony.,王族は式典に出席しました。
A201048,rugby,I enjoy playing rugby with my friends on the weekends.,週末に友達とラグビーをするのが楽しいです。
A201049,ruin,Television is ruining family life.,テレビは家庭生活をダメにしている。
A201050,rumor,There is a rumor going around that she is quitting her job.,彼女が仕事を辞めるという噂が広まっている。
A201051,runner,The runner crossed the finish line with a new personal record.,ランナーは自己新記録でフィニッシュラインを越えた。
A201052,running,I enjoy running in the park every morning.,毎朝公園で走るのが楽しいです。
A201053,rush,I was in a rush to catch the train.,私は電車に乗ろうと急いでいた。
A201054,sadly,She looked sadly at the old photograph.,彼女は古い写真を悲しそうに見つめた。
A201055,safe,It is important to always wear a helmet while riding a bike to stay safe.,自転車に乗る際には常にヘルメットを着用して安全を確保することが重要です。
A201056,sailing,I enjoy sailing on the open sea.,私は開けた海で帆走するのを楽しんでいます。
A201057,sake,He worked hard for the sake of his family's future.,彼は家族の未来のために一生懸命働いた。
A201058,salt,I need to add some salt to the soup.,スープに少し塩を加える必要があります。
A201059,sample,This is a sample of the new product.,これは新製品の見本です。
A201060,sandy,The beach is covered in sandy shores.,ビーチは砂浜で覆われている。
A201061,satisfy,I always strive to satisfy my customers.,いつもお客様を満足させるよう努めています。
A201062,sauce,I love the taste of barbecue sauce on grilled chicken.,私はグリルチキンにかけたバーベキューソースの味が大好きです。
A201063,sausage,I love eating sausage for breakfast.,朝食にソーセージを食べるのが大好きです。
A201064,scale,The scale of the universe is mind-boggling.,宇宙のスケールは驚くべきものです。
A201065,scarf,She wrapped a scarf around her neck to keep warm.,彼女は暖かくするためにスカーフを首に巻きました。
A201066,scene,The police arrived at the scene of the crime.,警察が犯罪現場に到着しました。
A201067,scenery,The scenery in this area is breathtaking.,この地域の風景は息をのむほど美しいです。
A201068,schedule,It's behind schedule.,予定より遅れている。
A201069,schoolchild,The schoolchild eagerly raised their hand to answer the teacher's question.,学童は熱心に手を挙げて先生の質問に答えました。
A201070,schoolwork,I have a lot of schoolwork to do this weekend.,今週末はたくさんの学業をやらなければなりません。
A201071,scientific,Scientific research has led to many advancements in technology.,科学的な研究は技術の多くの進歩をもたらしています。
A201072,scissors,I need to use scissors to cut this paper.,この紙を切るためにはさみを使わなければなりません。
A201073,scream,She let out a scream when she saw the spider.,彼女はクモを見て悲鳴をあげた。
A201074,screen,The screen of my phone cracked.,私の携帯の画面が割れました。
A201075,screw,Please tighten the screws.,ネジをきつく締めてください。
A201076,script,The actor memorized the script for the play.,俳優は演劇の台本を暗記しました。
A201077,seafood,"I love eating seafood, especially fish and shellfish.",私は海産物が大好きで、特に魚と貝類が好きです。
A201078,search,They went in search of happiness.,彼らは幸福を探しにでかけた。
A201079,seaside,I love spending my vacations at the seaside.,私は休暇を海岸で過ごすのが大好きです。
A201080,second,I'll be with you in a second.,すぐそちらへまいります。
A201081,second,The festival will [[take place]] from the second to the fourth of September.,フェスティバルは9月2日から4日まで開催されます。
A201082,secret,Let's keep this a secret.,これは秘密にしておこう。
A201083,secretary,She works as a secretary to the CEO of a multinational company.,彼女は多国籍企業のCEOの秘書として働いています。
A201084,seed,She planted the seed in the garden.,彼女は庭に種を植えました。
A201085,seek,I seek knowledge and wisdom.,私は知識と知恵を探し求める。
A201086,seem,You seem tired.,疲れているように見える。
A201087,semester,I am excited for the new semester to begin.,新しい学期が始まるのが楽しみです。
A201088,send,I will send you the document via email.,私はメールで文書を送ります。
A201089,senior,She is my senior at work.,彼女は私の仕事の先輩です。
A201090,senior,We have to be respectful to our seniors.,私たちは先輩たちに敬意を払わなければならない。
A201091,sense,I have a keen sense of smell.,私は嗅覚が鋭いです。
A201092,separate,They went their separate ways.,彼らはそれぞれの道を行った。
A201093,seriously,I seriously need to finish this project by tomorrow.,明日までにこのプロジェクトを終わらせなければならない。
A201094,serve,The waiter will serve the food to the customers.,ウェイターは食べ物をお客さんに提供します。
A201095,set,I bought a set of enamelware for camping.,キャンプ用にエナメル容器のセットを買いました。
A201096,several,There are several books on the shelf.,本棚にはいくつかの本があります。
A201097,several,Several of the reports were missing.,報告書がいくつか見当たらなかった。
A201098,sew,She loves to sew her own clothes.,彼女は自分の服を縫うことが大好きです。
A201099,shade,The tall trees provided shade from the hot sun.,高い木々は熱い太陽から日陰を提供していた。
A201100,shadow,The shadow of the tree stretched across the lawn.,木の陰が芝生に伸びていた。
A201101,shall,I shall go to the store tomorrow.,明日、私は店に行くつもりです。
A201102,shampoo,I need to buy some shampoo.,私はシャンプーを買わなければなりません。
A201103,shape,The artist used different shapes to create a unique sculpture.,芸術家は異なる形状を使ってユニークな彫刻を作りました。
A201104,share,They are arguing about their share of the property.,彼らは財産分けのことでもめている。
A201105,shell,Conchology is the study of shells.,貝類学は貝殻の研究です。
A201106,shine,The sun shines brightly in the sky.,太陽が空に明るく輝いています。
A201107,shock,The news of his sudden death came as a shock to everyone.,彼の突然の死の知らせは、みんなに衝撃を与えた。
A201108,shoot,He aimed and shot the target.,彼は狙ってターゲットを撃った。
A201109,shop assistant,The shop assistant helped me find the perfect dress.,店員が私にぴったりのドレスを見つけるのを手伝ってくれました。
A201110,shore,I love walking along the shore and listening to the sound of the waves.,私は浜辺を歩きながら波の音を聞くのが好きです。
A201111,shorts,I like to wear shorts in the summer.,夏には半ズボンを履くのが好きです。
A201112,shot,He took a shot and scored a goal.,彼はシュートを打ってゴールを決めた。
A201113,shout,He heard a shout.,彼は叫び声を聞いた。
A201114,show,The show was incredibly entertaining and full of surprises.,そのショーは非常に楽しく、驚きがいっぱいでした。
A201115,shut,Please shut the door when you leave.,出る時にドアを閉めてください。
A201116,sightseeing,I enjoy sightseeing in new cities.,新しい街で見物するのが楽しいです。
A201117,significant,This is a significant achievement.,これは重要な成果です。
A201118,silence,The silence in the library was deafening.,図書館の静けさは耳をつんざくほどだった。
A201119,silently,"She sat silently in the corner, lost in her own thoughts.",彼女は静かに角に座って、自分の考えにふけっていた。
A201120,silly,He made a silly mistake.,彼は愚かな間違いをした。
A201121,silver,I have several silver coins.,私は銀貨を数枚持っている。
A201122,silver,Silver is a precious metal.,銀は貴重な金属です。
A201123,similar,The two paintings have a similar style.,2つの絵は似たスタイルを持っています。
A201124,simple,This is a simple task.,これは簡単な仕事です。
A201125,simply,You can simply press this button to start the machine.,このボタンを簡単に押すだけで、機械を起動することができます。
A201126,since,It's been raining since morning.,朝から雨が降っている。
A201127,singing,She loves singing in the shower.,彼女はシャワーを浴びながら歌うのが大好きです。
A201128,single,This is the single most important decision of your life.,これはあなたの人生でたった一つの最も重要な決定です。
A201129,singular,He has a singular talent for playing the piano.,彼はピアノを演奏する非凡な才能を持っています。
A201130,singular,"Some nouns are used only in the singular, even though they end in -s.",一部の名詞は、-s で終わる場合でも、単数形でのみ使用されます。
A201131,sink,Would you put the dishes in the sink?,お皿を流しに置いてもらえますか。
A201132,sitting room,I like to relax in the sitting room after a long day.,長い一日の後、居間でリラックスするのが好きです。
A201133,situation,"In this situation, it is important to consider the other person's perspective.",この立場では、相手の視点を考慮することが重要です。
A201134,skate,Don't forget your ice skates.,スケート靴を忘れないでね。
A201135,skateboarding,I enjoy skateboarding in a park.,私は公園でスケートボードをするのが好きです。
A201136,skating,Skating on the pond is dangerous.,池の上でスケートをするのは危険です。
A201137,ski,I'd like to rent skis and ski boots.,スキー板と靴を貸して下さい。
A201138,skiing,I love skiing in the mountains.,私は山でスキーをするのが大好きです。
A201139,slave,She was born into a family of slaves.,彼女は奴隷の家族に生まれました。
A201140,sleepless,I had a sleepless night.,私は眠れない夜を過ごしました。
A201141,sleepy,I feel sleepy after staying up late last night.,昨夜遅くまで起きていたので、眠いです。
A201142,slice,"I would like a slice of pizza, please.",ピザを一切れください。
A201143,slide,He took a slide down the hill on his sled.,彼はそりで丘を滑り降りた。
A201144,slim,She has a slim figure.,彼女はほっそりとした体格です。
A201145,slowly,He walked slowly towards the park.,彼は遅く公園に向かって歩いた。
A201146,smoke,The man got up and smoked.,男は起き上がって煙草をふかした。
A201147,smooth,Her skin is smooth and flawless.,彼女の肌は滑らかで完璧です。
A201148,smoothly,The car glided smoothly down the road.,車は滑らかに道路を滑りました。
A201149,snack,I like to have a snack between meals.,私は食事の間に軽食を取るのが好きです。
A201150,snow,It seldom snows here in winter.,冬ここではめったに雪が降りません。
A201151,snowboarding,I love snowboarding in the winter.,私は冬にスノーボーディングをするのが大好きです。
A201152,so,She spoke so softly that I could barely hear her.,彼女はとても小さめに話したので、ほとんど聞こえなかった。
A201153,soap,I washed my hands with soap.,私は石けんで手を洗いました。
A201154,society,The society we live in is constantly changing.,私たちが生活する社会は常に変化しています。
A201155,sock,I need to buy a new pair of socks.,新しい靴下を買わなければなりません。
A201156,soda,I ordered a soda at the restaurant.,私はレストランでソーダを注文しました。
A201157,soft,The pillow is so soft that it changes shape when pressed.,枕は押されると形を変えるほど柔らかいです。
A201158,soft drink,I prefer to drink a soft drink instead of an alcoholic beverage.,私はアルコール飲料の代わりに清涼飲料を飲む方が好きです。
A201159,softly,She spoke softly to the baby.,彼女は赤ちゃんに柔らかに話しかけました。
A201160,software,I need to install the latest software update on my computer.,私はコンピューターに最新のソフトウェアのアップデートをインストールする必要があります。
A201161,soldier,The soldier fought bravely on the battlefield.,その軍人は勇敢に戦場で戦った。
A201162,solution,Finding a solution to this problem is crucial.,この問題の解決策を見つけることは重要です。
A201163,somebody,Somebody left their umbrella in the office.,誰かがオフィスに傘を置いていきました。
A201164,someday,"Someday, I want to travel around the world.",いつか、世界中を旅したいです。
A201165,somewhere,I want to go somewhere peaceful.,私はどこか静かな場所に行きたいです。
A201166,sound,The sound of waves crashing against the shore is so soothing.,波が岸に打ち寄せる音はとても心地よい。
A201167,sound,That sounds interesting.,それは面白そうだ。
A201168,source,The river is the source of life.,川は生命の源です。
A201169,south,I am planning a trip to the south next month.,来月、南への旅行を計画しています。
A201170,south,The wind blows south.,風は南へ吹く。
A201171,south,The birds flew to the south.,鳥は南へ飛んで行った。
A201172,space,I love looking at the stars in the night sky. Space is so vast and mysterious.,夜空の星を見るのが大好きです。宇宙は広大で神秘的です。
A201173,spaceship,The spaceship launched into outer space.,宇宙船が宇宙に打ち上げられました。
A201174,spaghetti,I love eating spaghetti with meatballs.,私はミートボールと一緒にスパゲッティを食べるのが大好きです。
A201175,speaker,The speaker captivated the audience with his powerful speech.,話者は力強いスピーチで聴衆を魅了した。
A201176,specific,I need specific instructions on how to assemble the furniture.,家具の組み立て方について具体的な指示が必要です。
A201177,speed,He ran at a tremendous speed.,彼は驚異的な速さで走った。
A201178,spell,The sorceress cast a powerful spell.,女魔法使いは強力な呪文を唱えた。
A201179,spill,Be careful not to spill your drink.,飲み物をこぼさないように気をつけてください。
A201180,splash,A passing car splashed water on us.,通りがかりの車が私たちに水をはねた。
A201181,split,He has a split personality.,彼は二重人格を持っています。
A201182,spoon,I used a spoon to eat my soup.,スープを食べるためにスプーンを使いました。
A201183,sports center,The project to build a new sports center has fallen through for lack of adequate funds.,新しいスポーツ施設の建設計画は、十分な資金が無いため、だめになった。
A201184,spread,The speed of the spread of AIDS is horrifyingly fast.,エイズウイルスの拡散は恐るべき速さで進んでいる。
A201185,square,Enclose tuple elements in square brackets.,組要素を角かっこで囲みます。
A201186,square,The park has a beautiful square with a fountain in the center.,公園には中央に噴水のある美しい広場があります。
A201187,stadium,The football match will be held at the stadium.,サッカーの試合は競技場で行われます。
A201188,staff,The staff at the hotel were very helpful and friendly.,ホテルのスタッフはとても親切でフレンドリーでした。
A201189,stair,I tripped and fell down the stair.,私はつまずいて階段から転げ落ちた。
A201190,stamp,I need to buy a stamp to send this letter.,この手紙を送るために切手を買わなければなりません。
A201191,stand,He stands for democracy.,彼は民主主義を支持している。
A201192,state,The state of California is known for its beautiful beaches.,カリフォルニア州は美しいビーチで知られています。
A201193,statement,He made a statement to the police about the incident.,彼は事件について警察に供述した。
A201194,statue,The statue of liberty is a famous landmark in New York.,自由の女神像はニューヨークの有名なランドマークです。
A201195,steak,I ordered a juicy steak for dinner.,夕食にジューシーなステーキを注文しました。
A201196,steal,He tried to steal money from the bank.,彼は銀行からお金を盗もうとした。
A201197,step,She stepped out of the car.,彼女は車から降りた。
A201198,still,"Despite the setbacks, he is still determined to achieve his goal.",逆境にもかかわらず、彼はそれでもなお彼の目標を達成することを決意しています。
A201199,stomach,I have a stomachache after eating too much.,食べ過ぎてお腹が痛いです。
A201200,stomachache,I have a stomachache after eating too much.,食べ過ぎて腹痛がする。
A201201,storm,The storm was so powerful that it knocked down trees and caused power outages.,あまりにも強力な嵐で、木々が倒れ、停電が発生しました。
A201202,stove,I turned on the stove to cook dinner.,夕食を作るためにストーブをつけました。
A201203,straight,He is a straight person.,彼は正直な人だ。
A201204,stranger,I was approached by a stranger on the street.,私は見知らぬ人に道で声をかけられました。
A201205,strategy,Having a clear strategy is essential for success.,成功するためには明確な戦略が不可欠です。
A201206,strength,She showed great strength in overcoming her fears.,彼女は自分の恐怖心を克服するために大きな力を示しました。
A201207,strike,There's to be a strike on April 6th.,４月６日にストライキが予定されている。
A201208,string,I tied the string around the package.,私はひもをパッケージの周りに結んだ。
A201209,strongly,She strongly believes in the power of education.,彼女は教育の力を強く信じています。
A201210,structure,There are ways to structure the deal that will get around these problems.,このような問題を回避するために、取引を構成する方法がある。
A201211,study,Virology is the study of viruses.,ウィルス学はウイルスの研究です。
A201212,stuff,I have a lot of stuff in my room.,私の部屋にはたくさんの物があります。
A201213,style,Her style is always on trend.,彼女のスタイルは常にトレンドに乗っています。
A201214,succeed,She worked hard and finally succeeded in her business venture.,彼女は一生懸命働いて、ついにビジネスの冒険に成功しました。
A201215,success,Hard work and determination are the keys to success.,努力と決意が成功の鍵です。
A201216,successfully,He successfully completed the project.,彼はプロジェクトを首尾よく完了した。
A201217,such,I have never seen such a beautiful sunset before.,私はこんな美しい夕日を見たことがありません。
A201218,such,Such is the beauty of nature.,それが自然の美しさです。
A201219,sudden,I was startled by the sudden noise.,突然の音に驚いた。
A201220,suggest,I suggest we go to the park for a picnic.,私たちはピクニックに公園に行くことを提案します。
A201221,suit,He always wears a suit to work.,彼はいつも仕事にスーツを着ています。
A201222,suit,The blue dress suits her.,その青い服は彼女に似合う。
A201223,suitable,This dress is suitable for the occasion.,このドレスはその場に適当です。
A201224,suitcase,I packed my clothes in a suitcase for the trip.,旅行のために私はスーツケースに服を詰めました。
A201225,summary,Can you give me a summary of the book?,その本の要約を教えてもらえますか？
A201226,sunflower,I planted sunflowers in my garden.,私は庭にヒマワリを植えました。
A201227,sunglasses,I always wear sunglasses when I go to the beach.,私はいつもビーチに行く時にサングラスをかけます。
A201228,sunlight,I love basking in the warm sunlight.,暖かい日光に当たるのが好きです。
A201229,superlative,He gave a superlative perfomance on the piano.,彼はピアノで最高の演奏を披露した。
A201230,superstar,She became a superstar overnight after her debut album was released.,彼女のデビューアルバムがリリースされた後、彼女は一夜にしてスーパースターになった。
A201231,supper,I usually have a light supper in the evening.,私は通常、夕方に軽い夕食をとります。
A201232,support,I am in support of the new policy.,私は新しい政策を支持しています。
A201233,sure,I am sure I locked the door before leaving.,出かける前に確かにドアを施錠したと思います。
A201234,surf,I love to surf in summer.,夏にサーフィンをするのが大好きだ。
A201235,surfing,I love surfing at the beach.,私はビーチで波乗りが大好きです。
A201236,surname,What is your surname?,あなたの姓は何ですか？
A201237,surprised,I was surprised to see him at the party.,パーティーで彼に会って驚いた。
A201238,surprising,The magician performed a surprising trick.,魔術師は驚くべきトリックを披露しました。
A201239,survive,He managed to survive until the end.,彼はなんとか最後まで生き延びた。
A201240,swallow,I saw a swallow flying in the sky.,私は空を飛ぶツバメを見ました。
A201241,sweat,I started to sweat after running for 30 minutes.,私は30分走った後に汗をかき始めました。
A201242,sweater,I bought a new sweater yesterday.,昨日、新しいセーターを買いました。
A201243,sweet,She is partial to sweets.,彼女は甘いものには目がない。
A201244,sweetheart,You are my sweetheart.,あなたは私の恋人です。
A201245,swimming costume,I need to buy a new swimming costume for my vacation.,私は休暇のために新しい水着を買う必要があります。
A201246,swimsuit,I need to buy a new swimsuit for my vacation.,私は休暇のために新しい水泳着を買う必要があります。
A201247,symbol,The Statue of Liberty is a symbol of freedom.,自由の女神は自由の象徴である。
A201248,symphony,I attended a symphony concert last night.,昨夜、私は交響楽のコンサートに出席しました。
A201249,system,"The solar system consists of the sun, planets, and other celestial bodies.",太陽系は太陽、惑星、その他の天体から成り立っています。
A201250,table tennis,I enjoy playing table tennis with my friends.,私は友達と卓球をするのが楽しいです。
A201251,tablespoon,I need one tablespoon of sugar to put in my coffee.,コーヒーに入れる砂糖が大さじ1杯欲しい。
A201252,talent,She has a natural talent for singing.,彼女は生まれつき歌う才能がある。
A201253,tap,Please be careful not to spill the drink from the tap.,飲み口から飲み物をこぼさないように気をつけてください。
A201254,tape,I used tape to wrap the gift.,私は贈り物を包むためにテープを使いました。
A201255,target,The archer aimed at the target and released the arrow.,弓使いは的を狙って矢を放った。
A201256,task,I have a lot of tasks to complete today.,今日はたくさんの課題を完成させなければなりません。
A201257,tear,She wiped away a tear from her eye.,彼女は目から涙を拭いた。
A201258,teenage,She is a talented teenage singer.,彼女は才能ある10代の歌手です。
A201259,teenager,She is a talented teenager who excels in both academics and sports.,彼女は学業とスポーツの両方で優れた才能を持つティーンエージャーです。
A201260,telephone,Who telephoned Ann?,誰がアンに電話してきたのですか。
A201261,temperature,The temperature outside is very hot.,外の気温はとても高いです。
A201262,terrify,The horror movie terrified me.,ホラー映画は私を怖がらせました。
A201263,terrorist,The police arrested a suspected terrorist yesterday.,昨日、警察は容疑者のテロリストを逮捕しました。
A201264,text,The text of the book is written in a clear and concise manner.,この本の本文は明瞭かつ簡潔に書かれている。
A201265,text,Please text me later.,後でテキストメッセージを送ってください。
A201266,text message,I received a text message from my friend.,私は友達からテキストメッセージを受け取りました。
A201267,textbook,I forgot to bring my textbook to class.,授業に教科書を持ってくるのを忘れてしまった。
A201268,theirs,The book on the shelf is theirs.,本棚の本は彼らのものだ。
A201269,themselves,They built the house themselves.,彼ら自身がその家を建てた。
A201270,therefore,"He studied hard, therefore he passed the exam.",彼は一生懸命勉強した。それゆえ、彼は試験に合格した。
A201271,thief,The thief stole my wallet.,泥棒が私の財布を盗んだ。
A201272,third,He is the third person in line.,彼は列の3番目の人です。
A201273,thirsty,I'm thirsty. Can I have some water?,のどが渇いた。水をもらえる？
A201274,though,"Though it was raining, we still went for a walk.",雨が降っていたにもかかわらず、私たちは散歩に行きました。
A201275,thought,I thought about what she said.,彼女の言ったことを考えました。
A201276,thousand,There were a thousand people at the concert.,コンサートには1000人の人がいました。
A201277,throw,He likes to throw the ball.,彼はボールを投げるのが好きです。
A201278,thunderstorm,I was scared when the thunderstorm hit last night.,昨夜、大雷雨が襲ってきた時、私は怖かった。
A201279,tidy,She always keeps her room tidy.,彼女はいつも部屋をきちんとしています。
A201280,tidy,She is using a trimmer to tidy up her garden.,彼女は庭を整頓するためにトリマーを使っています。
A201281,tie,I bought him a tie.,私は彼にネクタイを買ってあげた。
A201282,tights,She wore black tights with her dance costume.,彼女はダンスの衣装に黒いタイツを履いていました。
A201283,till,Wait till six.,６時まで待ちなさい。
A201284,timetable,I need to check the timetable for the train.,電車の時間表を確認しなければなりません。
A201285,tip,Here's a helpful tip: always double-check your work before submitting it.,ここに役立つヒントがあります：提出する前に常に作業をダブルチェックしてください。
A201286,title,The book's title is 'The Great Gatsby'.,その本のタイトルは『グレート・ギャツビー』です。
A201287,toast,I like to eat toast for breakfast.,朝食にトーストを食べるのが好きです。
A201288,toe,I stubbed my toe on the table.,私はテーブルの角で足の指をぶつけました。
A201289,tone,She adjusted the tone of her voice to sound more confident.,彼女は自信を持ったように聞こえるように声のトーンを調整しました。
A201290,tonight,The weatherman predicts snow for tonight.,天気予報では今夜は雪が降ると予報している。
A201291,toothache,I have a terrible toothache.,私はひどい歯痛があります。
A201292,toothbrush,I need to buy a new toothbrush.,新しい歯ブラシを買わなければなりません。
A201293,tour,I went on a tour of Europe last summer.,去年の夏、ヨーロッパの旅行に行きました。
A201294,tour guide,Is there a tour guide available?,観光ガイドは雇えますか。
A201295,tourist,The tourist took a lot of photos during their trip.,旅行者は旅行中にたくさんの写真を撮りました。
A201296,toward,I saw a man walking towards the railroad station.,私は一人の男が駅に向かって歩いているのを見た。
A201297,track,The track of the car was clearly visible on the muddy road.,車の通った跡が泥だらけの道路にはっきりと見えました。
A201298,trade,The global trade has been affected by the pandemic.,世界の貿易はパンデミックによって影響を受けています。
A201299,tradition,It is a tradition to exchange gifts during the holiday season.,休日シーズンに贈り物を交換するのはしきたりです。
A201300,traditional,The traditional dance is performed during the festival.,祭りの間に伝統的な踊りが披露されます。
A201301,traffic,The traffic in the city was heavy during rush hour.,ラッシュアワーに都市の交通は混雑していました。
A201302,traffic light,I stopped at the traffic light.,私は信号で止まった。
A201303,train,He was trained as a lawyer.,彼は法律家になる教育を受けた。
A201304,training,I am going to the gym for training.,私はトレーニングのためにジムに行きます。
A201305,tram,I took the tram to work this morning.,今朝、私は通勤に路面電車に乗りました。
A201306,trap,The hunter set a trap to catch his prey.,ハンターは獲物を捕まえるためにわなを仕掛けました。
A201307,travel,I prefer domestic travel over international travel.,私は国内旅行の方が海外旅行よりも好きです。
A201308,traveler,The traveler explored the ancient ruins.,旅行者は古代の遺跡を探検しました。
A201309,treasure,He discovered a hidden treasure in the old cave.,彼は古い洞窟で隠された宝物を発見した。
A201310,trick,He played a trick on his friends during the party.,彼はパーティー中に友達にいたずらをした。
A201311,trouble,I had trouble finding my keys this morning.,今朝、鍵を見つけるのに苦労しました。
A201312,truly,I truly believe in you.,私はあなたを本当に信じています。
A201313,trust,Trust is the foundation of any strong relationship.,信頼は強い関係の基盤です。
A201314,truth,The truth will always come out eventually.,真実はいつか必ず明るみに出る。
A201315,try,I'm going to give it a try.,試してみます。
A201316,tune,I love the tune of this song.,この曲の曲調が好きだ。
A201317,twice,I have to go to the store twice today.,今日は2回店に行かなければなりません。
A201318,uncertain,I feel uncertain about my future.,将来について不確かな気持ちがあります。
A201319,uncomfortable,The chair was so uncomfortable that I couldn't sit for long.,椅子はとても心地よくなくて、長く座ることができませんでした。
A201320,understand,I understand the instructions.,私は指示を理解します。
A201321,underwater,The divers explored the underwater cave.,ダイバーたちは水面下の洞窟を探検しました。
A201322,uneasy,I felt uneasy about the upcoming exam.,私は迫り来る試験について心配だった。
A201323,unfair,The decision was unfair to all the participants.,その決定は参加者全員にとって不公平だった。
A201324,unforgettable,The view from the top of the mountain was unforgettable.,山の頂上からの景色は忘れられなかった。
A201325,unfortunately,"Unfortunately, I missed the bus.",不幸にも、私はバスに乗り遅れました。
A201326,unhappy,She felt unhappy after receiving the bad news.,彼女は悪い知らせを受けて悲しかった。
A201327,unhealthy,Eating fast food every day is unhealthy.,毎日ファストフードを食べるのは健康ではない。
A201328,uniform,All students must wear a uniform to school.,全ての生徒は学校で制服を着なければなりません。
A201329,uniform,They were all dressed in uniforms.,彼らはみんな制服を着ていた。
A201330,unimportant,The color of the walls is unimportant in this room.,この部屋では壁の色は重要ではありません。
A201331,unit,I need to convert the measurements from pounds to kilograms.,ポンドからキログラムへの単位変換が必要です。
A201332,university,I am studying at a university.,私は大学で勉強しています。
A201333,unknown,The identity of the mysterious figure remains unknown.,謎の人物の正体は知られていない。
A201334,unlike,"Unlike her sister, she prefers to stay at home.",彼女は姉と違って、家にいることを好む。
A201335,unnecessary,Using unnecessary force will only cause more harm.,不要な力を使うと、ますます害を引き起こすだけです。
A201336,unpleasant,The weather today is very unpleasant.,今日の天気はとても不快だ。
A201337,unusual,It's unusual to see snow in this area.,この地域で雪を見るのは普通ではありません。
A201338,up,She looked up at the sky.,彼女は空を見上げた。
A201339,upon,"Upon arriving at the airport, she realized she had forgotten her passport.",空港に到着した時、彼女はパスポートを忘れていることに気づいた。
A201340,upset,She was upset when she found out she didn't get the job.,彼女はその仕事に就けなかったと知って動揺した。
A201341,upstairs,I went upstairs to get my book.,私は本を取りに階上へ行きました。
A201342,use,He conceded us the use of his yacht.,彼は我々に自分のヨットの使用を許した。
A201343,used,I bought a used car from my neighbor.,私は隣人から使い古しの車を買いました。
A201344,useful,This app is very useful for learning languages.,このアプリは言語学習にとても役に立ちます。
A201345,usual,She had a usual morning routine.,彼女にはおきまりの朝の習慣があった。
A201346,valley,The hikers walked through the beautiful valley.,ハイカーたちは美しい谷を歩きました。
A201347,value,The value of hard work cannot be underestimated.,努力の価値は過小評価できない。
A201348,verb,She loves to dance.,彼女は踊ることが大好きです。
A201349,video game,I play video games.,私はテレビゲームをします。
A201350,view,The view from the top of the mountain is breathtaking.,山の頂上からの景色は息をのむようだ。
A201351,village,The village is located in a beautiful valley.,その村は美しい谷に位置しています。
A201352,violent,The violent storm caused widespread damage.,暴風雨が広範囲の被害を引き起こしました。
A201353,violin,She plays the violin beautifully.,彼女は美しくバイオリンを演奏します。
A201354,visitor,The museum welcomes visitors from all over the world.,その博物館は世界中からの訪問者を歓迎しています。
A201355,vocabulary,I need to expand my vocabulary.,私は語彙を増やす必要があります。
A201356,voice,Her voice is so beautiful.,彼女の声はとても美しいです。
A201357,walking,I enjoy walking in the park every morning.,毎朝公園で散歩するのが楽しいです。
A201358,wallet,I always keep my money and cards in my wallet.,私はいつもお金やカードを財布に入れています。
A201359,wander,"She likes to wander around the city, exploring new places.",彼女は街を歩き回り、新しい場所を探検するのが好きです。
A201360,washing machine,I need to buy a new washing machine.,新しい洗濯機を買わなければなりません。
A201361,washing-up,I always do the washing-up after meals.,食事の後はいつも洗い物をします。
A201362,wave,The waves are high.,波が高い。
A201363,weak,He is weak and easily gets tired.,彼は弱くてすぐに疲れます。
A201364,wealth,He accumulated great wealth through his successful business ventures.,彼は成功したビジネスで大きな富を蓄積しました。
A201365,web,I found a great website for learning web development.,私はウェブ開発を学ぶための素晴らしいウェブサイトを見つけました。
A201366,web page,I'm interested in creating my own web pages.,私は自分のホームページを作ることが趣味です。
A201367,website,I found a great website for learning languages.,言語学習のための素晴らしいウェブサイトを見つけました。
A201368,wedding,I attended my cousin's wedding last weekend.,先週末、私はいとこの結婚式に出席しました。
A201369,weekday,I have a lot of work to do on weekdays.,私は平日にたくさんの仕事をしなければなりません。
A201370,weekly,I have a weekly meeting with my team.,私はチームと毎週ミーティングをしています。
A201371,weekly,I go to the gym weekly.,私は週に一度ジムに行きます。
A201372,weep,She couldn't help but weep when she heard the sad news.,彼女は悲しい知らせを聞いて涙が止まらなかった。
A201373,weigh,Can you weigh this package for me?,この荷物の重さを量ってもらえますか？
A201374,weight,I can't believe how much weight I've gained.,こんなに体重が増えたなんて信じられない。
A201375,well-known,He is a well-known actor.,彼は有名な俳優です。
A201376,west,I live in the west of the city.,私は市の西部に住んでいます。
A201377,west,The train was hurrying west.,列車は西へと急いだ。
A201378,west,The sunset glows in the west.,夕焼けで西の空は真っ赤に輝く。
A201379,wet,I forgot my umbrella and got wet in the rain.,傘を忘れて雨にぬれた。
A201380,whatever,You can do whatever you want.,あなたは何でも好きなことをすることができます。
